env_timestamp,temperature_c,humidity_pct,particle_count_m3,station_id
2024-03-01T06:54:00,21.84,39.61,321,STA2
2024-03-01T06:55:30,21.5,42.01,334,STA1
2024-03-01T06:57:00,21.59,37.54,299,STA2
2024-03-01T06:58:30,21.65,35.91,135,STA2
2024-03-01T07:00:00,21.54,37.33,141,STA2
2024-03-01T07:01:30,21.38,38.73,463,STA3
2024-03-01T07:03:00,21.4,38.53,163,STA3
2024-03-01T07:04:30,21.25,34.75,96,STA2
2024-03-01T07:06:00,21.63,38.27,254,STA2
2024-03-01T07:07:30,21.47,38.68,53,STA1
2024-03-01T07:09:00,21.3,45.55,204,STA2
2024-03-01T07:10:30,21.3,43.63,434,STA3
2024-03-01T07:12:00,21.14,35.44,170,STA3
2024-03-01T07:13:30,21.79,37.14,366,STA3
2024-03-01T07:15:00,21.52,33.61,270,STA2
2024-03-01T07:16:30,21.24,36.23,209,STA3
2024-03-01T07:18:00,21.74,38.95,347,STA3
2024-03-01T07:19:30,21.33,41.62,317,STA2
2024-03-01T07:21:00,21.08,35.81,193,STA1
2024-03-01T07:22:30,21.81,36.04,150,STA2
2024-03-01T07:24:00,21.34,31.56,462,STA3
2024-03-01T07:25:30,21.38,37.51,125,STA2
2024-03-01T07:27:00,21.51,34.81,481,STA3
2024-03-01T07:28:30,21.84,36.41,262,STA3
2024-03-01T07:30:00,21.51,35.37,498,STA1
2024-03-01T07:31:30,21.14,37.72,208,STA3
2024-03-01T07:33:00,21.66,32.73,304,STA2
2024-03-01T07:34:30,21.35,33.6,326,STA3
2024-03-01T07:36:00,22.07,44.39,202,STA2
2024-03-01T07:37:30,21.5,34.14,148,STA2
2024-03-01T07:39:00,20.83,34.71,284,STA1
2024-03-01T07:40:30,21.61,43.51,348,STA1
2024-03-01T07:42:00,22.08,46.72,167,STA2
2024-03-01T07:43:30,21.97,34.49,395,STA2
2024-03-01T07:45:00,22.05,36.9,337,STA2
2024-03-01T07:46:30,21.19,39.02,124,STA1
2024-03-01T07:48:00,21.77,43.19,472,STA2
2024-03-01T07:49:30,21.28,35.04,69,STA1
2024-03-01T07:51:00,21.57,37.26,344,STA1
2024-03-01T07:52:30,21.12,40.33,247,STA2
2024-03-01T07:54:00,21.31,39.3,344,STA2
2024-03-01T07:55:30,21.3,36.87,398,STA2
2024-03-01T07:57:00,21.77,37.6,359,STA3
2024-03-01T07:58:30,21.74,33.88,342,STA3
2024-03-01T08:00:00,21.58,37.29,428,STA2
2024-03-01T08:01:30,21.09,37.2,365,STA3
2024-03-01T08:03:00,21.41,38.7,416,STA1
2024-03-01T08:04:30,21.28,36.33,231,STA3
2024-03-01T08:06:00,21.76,39.41,141,STA2
2024-03-01T08:07:30,21.85,41.04,155,STA3
2024-03-01T08:09:00,21.82,38.47,325,STA3
2024-03-01T08:10:30,21.27,39.06,289,STA3
2024-03-01T08:12:00,20.68,38.16,84,STA3
2024-03-01T08:13:30,20.97,38.0,141,STA1
2024-03-01T08:15:00,21.93,35.84,485,STA1
2024-03-01T08:16:30,21.38,38.95,376,STA2
2024-03-01T08:18:00,21.27,37.71,389,STA2
2024-03-01T08:19:30,21.99,44.28,138,STA1
2024-03-01T08:21:00,21.88,42.72,78,STA3
2024-03-01T08:22:30,21.51,39.16,181,STA1
2024-03-01T08:24:00,21.41,35.71,435,STA3
2024-03-01T08:25:30,21.46,34.66,277,STA1
2024-03-01T08:27:00,21.57,41.57,403,STA2
2024-03-01T08:28:30,21.98,38.79,269,STA3
2024-03-01T08:30:00,21.63,39.44,270,STA2
2024-03-01T08:31:30,21.72,32.77,320,STA3
2024-03-01T08:33:00,21.85,40.78,481,STA3
2024-03-01T08:34:30,21.15,39.36,246,STA3
2024-03-01T08:36:00,21.73,34.67,318,STA2
2024-03-01T08:37:30,21.41,36.59,463,STA3
2024-03-01T08:39:00,20.75,38.79,217,STA2
2024-03-01T08:40:30,20.86,38.16,427,STA3
2024-03-01T08:42:00,21.19,37.12,290,STA3
2024-03-01T08:43:30,21.66,37.69,445,STA1
2024-03-01T08:45:00,21.53,37.24,260,STA2
2024-03-01T08:46:30,21.56,38.46,333,STA3
2024-03-01T08:48:00,22.09,42.41,195,STA1
2024-03-01T08:49:30,21.12,30.3,335,STA3
2024-03-01T08:51:00,21.49,37.29,196,STA1
2024-03-01T08:52:30,21.59,38.53,324,STA3
2024-03-01T08:54:00,21.28,38.89,404,STA3
2024-03-01T08:55:30,21.51,36.88,245,STA1
2024-03-01T08:57:00,21.02,32.73,243,STA3
2024-03-01T08:58:30,21.92,38.98,194,STA1
2024-03-01T09:00:00,21.3,43.18,378,STA2
2024-03-01T09:01:30,22.11,33.4,316,STA3
2024-03-01T09:03:00,21.49,40.59,282,STA1
2024-03-01T09:04:30,21.81,37.01,61,STA1
2024-03-01T09:06:00,21.48,37.82,99,STA2
2024-03-01T09:07:30,21.49,34.84,53,STA2
2024-03-01T09:09:00,21.32,37.0,432,STA1
2024-03-01T09:10:30,21.54,41.9,433,STA2
2024-03-01T09:12:00,21.6,39.75,80,STA1
2024-03-01T09:13:30,21.26,43.2,70,STA1
2024-03-01T09:15:00,21.46,41.53,401,STA1
2024-03-01T09:16:30,21.32,39.32,286,STA1
2024-03-01T09:18:00,22.19,43.23,189,STA3
2024-03-01T09:19:30,21.47,39.32,326,STA3
2024-03-01T09:21:00,21.96,40.48,156,STA2
2024-03-01T09:22:30,21.44,37.11,139,STA3
2024-03-01T09:24:00,21.58,38.2,215,STA2
2024-03-01T09:25:30,21.1,35.91,453,STA3
2024-03-01T09:27:00,21.37,40.97,395,STA1
2024-03-01T09:28:30,21.56,34.47,135,STA1
2024-03-01T09:30:00,21.98,40.35,302,STA3
2024-03-01T09:31:30,21.57,37.43,448,STA1
2024-03-01T09:33:00,21.92,41.51,478,STA3
2024-03-01T09:34:30,21.69,40.25,393,STA2
2024-03-01T09:36:00,21.99,43.46,107,STA2
2024-03-01T09:37:30,21.48,40.19,158,STA2
2024-03-01T09:39:00,22.22,33.28,148,STA3
2024-03-01T09:40:30,21.35,37.8,117,STA1
2024-03-01T09:42:00,21.27,34.48,128,STA3
2024-03-01T09:43:30,21.14,36.45,192,STA3
2024-03-01T09:45:00,22.2,42.53,299,STA3
2024-03-01T09:46:30,21.75,39.91,229,STA3
2024-03-01T09:48:00,21.4,35.9,239,STA3
2024-03-01T09:49:30,21.87,34.96,160,STA2
2024-03-01T09:51:00,21.71,38.1,117,STA2
2024-03-01T09:52:30,22.09,34.35,499,STA2
2024-03-01T09:54:00,21.04,35.99,319,STA3
2024-03-01T09:55:30,21.42,38.94,153,STA2
2024-03-01T09:57:00,21.36,41.47,414,STA2
2024-03-01T09:58:30,20.91,39.83,423,STA1
2024-03-01T10:00:00,21.82,31.13,485,STA1
2024-03-01T10:01:30,21.42,38.91,121,STA1
2024-03-01T10:03:00,21.72,38.22,337,STA2
2024-03-01T10:04:30,22.21,39.24,491,STA2
2024-03-01T10:06:00,21.39,42.85,413,STA3
2024-03-01T10:07:30,21.37,31.81,151,STA2
2024-03-01T10:09:00,21.54,36.23,451,STA1
2024-03-01T10:10:30,21.8,39.77,239,STA2
2024-03-01T10:12:00,21.33,33.26,270,STA1
2024-03-01T10:13:30,21.31,42.43,301,STA3
2024-03-01T10:15:00,21.82,39.11,397,STA3
2024-03-01T10:16:30,21.61,40.54,104,STA1
2024-03-01T10:18:00,20.89,36.29,292,STA1
2024-03-01T10:19:30,21.13,40.44,417,STA1
2024-03-01T10:21:00,21.95,41.21,296,STA2
2024-03-01T10:22:30,21.62,38.7,173,STA1
2024-03-01T10:24:00,21.27,38.7,75,STA3
2024-03-01T10:25:30,21.45,38.81,297,STA1
2024-03-01T10:27:00,21.5,35.41,366,STA2
2024-03-01T10:28:30,21.72,37.56,297,STA2
2024-03-01T10:30:00,21.09,37.54,490,STA1
2024-03-01T10:31:30,21.25,39.15,321,STA3
2024-03-01T10:33:00,21.58,41.0,278,STA1
2024-03-01T10:34:30,21.47,34.82,74,STA3
2024-03-01T10:36:00,21.67,37.62,301,STA3
2024-03-01T10:37:30,21.13,42.44,125,STA2
2024-03-01T10:39:00,21.61,35.77,376,STA3
2024-03-01T10:40:30,21.83,35.53,122,STA2
2024-03-01T10:42:00,21.65,38.61,458,STA1
2024-03-01T10:43:30,21.54,40.53,185,STA1
2024-03-01T10:45:00,21.47,38.03,245,STA3
2024-03-01T10:46:30,21.25,41.99,115,STA2
2024-03-01T10:48:00,21.48,40.57,144,STA3
2024-03-01T10:49:30,21.88,40.53,464,STA1
2024-03-01T10:51:00,21.46,39.66,177,STA3
2024-03-01T10:52:30,21.23,44.98,280,STA3
2024-03-01T10:54:00,21.35,37.38,491,STA1
2024-03-01T10:55:30,21.56,31.99,330,STA2
2024-03-01T10:57:00,21.39,42.81,68,STA3
2024-03-01T10:58:30,21.65,36.63,210,STA1
2024-03-01T11:00:00,21.66,38.32,224,STA1
2024-03-01T11:01:30,21.77,41.93,174,STA1
2024-03-01T11:03:00,21.93,33.19,158,STA2
2024-03-01T11:04:30,21.8,34.25,276,STA1
2024-03-01T11:06:00,21.22,33.2,219,STA2
2024-03-01T11:07:30,21.23,35.62,182,STA3
2024-03-01T11:09:00,21.48,39.32,235,STA1
2024-03-01T11:10:30,21.36,39.57,204,STA1
2024-03-01T11:12:00,21.16,38.83,152,STA2
2024-03-01T11:13:30,21.37,33.76,253,STA1
2024-03-01T11:15:00,21.36,31.07,474,STA1
2024-03-01T11:16:30,21.3,38.16,277,STA1
2024-03-01T11:18:00,21.41,36.58,318,STA1
2024-03-01T11:19:30,21.85,39.38,492,STA3
2024-03-01T11:21:00,21.56,40.11,326,STA1
2024-03-01T11:22:30,22.24,38.41,150,STA2
2024-03-01T11:24:00,21.55,40.28,229,STA3
2024-03-01T11:25:30,21.41,38.69,269,STA2
2024-03-01T11:27:00,21.5,39.59,263,STA2
2024-03-01T11:28:30,21.58,35.89,117,STA2
2024-03-01T11:30:00,21.63,37.46,97,STA3
2024-03-01T11:31:30,22.12,38.59,207,STA1
2024-03-01T11:33:00,21.25,40.46,461,STA1
2024-03-01T11:34:30,21.76,36.82,372,STA3
2024-03-01T11:36:00,21.56,39.56,428,STA1
2024-03-01T11:37:30,21.03,37.2,128,STA1
2024-03-01T11:39:00,21.73,37.65,236,STA1
2024-03-01T11:40:30,21.88,40.49,311,STA1
2024-03-01T11:42:00,21.24,32.02,245,STA1
2024-03-01T11:43:30,21.5,34.11,237,STA2
2024-03-01T11:45:00,20.98,33.55,211,STA2
2024-03-01T11:46:30,21.12,31.0,73,STA1
2024-03-01T11:48:00,21.81,35.97,435,STA3
2024-03-01T11:49:30,21.36,40.25,469,STA1
2024-03-01T11:51:00,21.17,37.15,86,STA3
2024-03-01T11:52:30,21.57,38.59,236,STA3
2024-03-01T11:54:00,21.34,41.27,283,STA2
2024-03-01T11:55:30,21.36,41.98,402,STA2
2024-03-01T11:57:00,21.72,37.79,494,STA1
2024-03-01T11:58:30,21.15,42.06,237,STA1
2024-03-01T12:00:00,21.23,38.28,387,STA3
2024-03-01T12:01:30,21.55,35.49,471,STA2
2024-03-01T12:03:00,21.79,36.22,423,STA1
2024-03-01T12:04:30,21.87,33.56,180,STA3
2024-03-01T12:06:00,21.3,35.34,417,STA3
2024-03-01T12:07:30,21.78,36.93,235,STA1
2024-03-01T12:09:00,21.26,40.41,57,STA1
2024-03-01T12:10:30,22.05,43.16,391,STA1
2024-03-01T12:12:00,21.16,33.85,425,STA1
2024-03-01T12:13:30,21.9,39.18,204,STA2
2024-03-01T12:15:00,21.3,34.88,252,STA1
2024-03-01T12:16:30,22.1,39.42,213,STA2
2024-03-01T12:18:00,21.68,37.61,102,STA1
2024-03-01T12:19:30,21.2,32.51,497,STA3
2024-03-01T12:21:00,21.34,40.78,60,STA3
2024-03-01T12:22:30,21.73,36.18,300,STA2
2024-03-01T12:24:00,21.82,36.4,56,STA2
2024-03-01T12:25:30,21.48,34.79,360,STA1
2024-03-01T12:27:00,21.51,36.04,455,STA1
2024-03-01T12:28:30,21.73,39.28,339,STA2
2024-03-01T12:30:00,21.54,37.43,322,STA1
2024-03-01T12:31:30,21.11,38.99,422,STA2
2024-03-01T12:33:00,21.26,39.09,488,STA2
2024-03-01T12:34:30,21.57,41.96,437,STA1
2024-03-01T12:36:00,21.86,36.97,154,STA2
2024-03-01T12:37:30,21.98,33.57,303,STA2
2024-03-01T12:39:00,21.73,41.2,418,STA3
2024-03-01T12:40:30,21.59,37.01,182,STA1
2024-03-01T12:42:00,21.72,41.34,353,STA2
2024-03-01T12:43:30,21.3,39.15,60,STA3
2024-03-01T12:45:00,21.45,37.61,444,STA1
2024-03-01T12:46:30,21.25,39.05,326,STA3
2024-03-01T12:48:00,21.13,43.85,384,STA3
2024-03-01T12:49:30,21.6,44.23,421,STA2
2024-03-01T12:51:00,21.56,38.21,148,STA3
2024-03-01T12:52:30,21.71,38.48,252,STA3
2024-03-01T12:54:00,21.66,41.23,436,STA1
2024-03-01T12:55:30,21.57,35.46,124,STA3
2024-03-01T12:57:00,21.67,39.0,420,STA1
2024-03-01T12:58:30,21.49,37.92,179,STA1
2024-03-01T13:00:00,21.62,38.94,308,STA1
2024-03-01T13:01:30,21.28,35.5,279,STA2
2024-03-01T13:03:00,21.61,33.23,358,STA3
2024-03-01T13:04:30,21.7,31.78,426,STA2
2024-03-01T13:06:00,21.3,34.65,207,STA2
2024-03-01T13:07:30,21.52,36.62,127,STA1
2024-03-01T13:09:00,21.31,37.12,240,STA2
2024-03-01T13:10:30,21.34,43.81,325,STA2
2024-03-01T13:12:00,21.16,41.32,387,STA2
2024-03-01T13:13:30,21.88,35.11,389,STA1
2024-03-01T13:15:00,21.82,39.04,202,STA1
2024-03-01T13:16:30,21.66,36.78,471,STA3
2024-03-01T13:18:00,22.09,37.15,87,STA2
2024-03-01T13:19:30,21.44,38.56,102,STA2
2024-03-01T13:21:00,22.41,39.86,61,STA1
2024-03-01T13:22:30,21.43,36.98,466,STA3
2024-03-01T13:24:00,21.58,41.19,131,STA2
2024-03-01T13:25:30,21.38,34.57,320,STA2
2024-03-01T13:27:00,21.61,38.02,415,STA3
2024-03-01T13:28:30,21.75,45.79,395,STA1
2024-03-01T13:30:00,21.47,38.67,476,STA2
2024-03-01T13:31:30,22.03,42.3,74,STA3
2024-03-01T13:33:00,21.57,38.27,233,STA2
2024-03-01T13:34:30,21.58,39.74,277,STA1
2024-03-01T13:36:00,21.23,37.83,363,STA1
2024-03-01T13:37:30,21.63,37.49,330,STA1
2024-03-01T13:39:00,21.46,35.66,301,STA2
2024-03-01T13:40:30,21.32,39.29,188,STA2
2024-03-01T13:42:00,21.27,35.45,97,STA1
2024-03-01T13:43:30,22.3,40.0,244,STA3
2024-03-01T13:45:00,21.42,41.26,166,STA1
2024-03-01T13:46:30,21.06,39.1,299,STA2
2024-03-01T13:48:00,21.29,37.14,408,STA3
2024-03-01T13:49:30,21.48,39.36,298,STA1
2024-03-01T13:51:00,21.66,37.07,312,STA1
2024-03-01T13:52:30,21.67,40.81,68,STA1
2024-03-01T13:54:00,21.7,32.51,340,STA2
2024-03-01T13:55:30,21.31,36.99,247,STA1
2024-03-01T13:57:00,21.6,32.03,105,STA3
2024-03-01T13:58:30,21.24,33.51,146,STA1
2024-03-01T14:00:00,21.31,42.09,401,STA3
2024-03-01T14:01:30,21.22,40.69,462,STA2
2024-03-01T14:03:00,21.14,35.84,278,STA1
2024-03-01T14:04:30,21.82,33.49,489,STA1
2024-03-01T14:06:00,21.71,29.11,131,STA1
2024-03-01T14:07:30,21.79,36.37,184,STA1
2024-03-01T14:09:00,21.51,45.26,468,STA1
2024-03-01T14:10:30,21.73,39.3,128,STA2
2024-03-01T14:12:00,20.97,36.32,346,STA1
2024-03-01T14:13:30,21.76,39.4,148,STA3
2024-03-01T14:15:00,21.55,33.32,199,STA1
2024-03-01T14:16:30,21.69,37.11,264,STA1
2024-03-01T14:18:00,21.61,38.3,211,STA1
2024-03-01T14:19:30,21.2,37.74,443,STA1
2024-03-01T14:21:00,21.05,40.37,487,STA3
2024-03-01T14:22:30,21.29,39.03,275,STA1
2024-03-01T14:24:00,21.67,40.0,286,STA1
2024-03-01T14:25:30,21.71,35.93,74,STA3
2024-03-01T14:27:00,21.09,40.69,155,STA2
2024-03-01T14:28:30,21.21,42.89,67,STA1
2024-03-01T14:30:00,21.28,35.09,435,STA3
2024-03-01T14:31:30,21.39,35.34,152,STA1
2024-03-01T14:33:00,21.09,42.01,203,STA1
2024-03-01T14:34:30,21.07,37.43,429,STA2
2024-03-01T14:36:00,21.25,42.21,370,STA3
2024-03-01T14:37:30,21.53,36.67,329,STA1
2024-03-01T14:39:00,21.15,42.37,67,STA3
2024-03-01T14:40:30,21.47,38.39,303,STA1
2024-03-01T14:42:00,21.82,38.77,302,STA3
2024-03-01T14:43:30,21.11,42.69,193,STA1
2024-03-01T14:45:00,21.44,36.91,385,STA2
2024-03-01T14:46:30,21.81,35.18,468,STA2
2024-03-01T14:48:00,21.37,36.65,166,STA1
2024-03-01T14:49:30,21.33,39.36,199,STA2
2024-03-01T14:51:00,21.85,33.3,195,STA3
2024-03-01T14:52:30,21.41,39.91,425,STA2
2024-03-01T14:54:00,21.83,36.38,84,STA2
2024-03-01T14:55:30,21.63,41.44,453,STA3
2024-03-01T14:57:00,21.4,30.82,398,STA3
2024-03-01T14:58:30,21.64,35.64,267,STA1
2024-03-01T15:00:00,21.6,32.94,312,STA3
2024-03-01T15:01:30,21.81,35.52,452,STA3
2024-03-01T15:03:00,21.34,38.74,396,STA3
2024-03-01T15:04:30,21.51,37.46,174,STA3
2024-03-01T15:06:00,21.48,37.24,72,STA3
2024-03-01T15:07:30,21.71,37.52,346,STA3
2024-03-01T15:09:00,21.19,38.61,115,STA1
2024-03-01T15:10:30,21.81,34.97,89,STA3
2024-03-01T15:12:00,21.64,40.12,492,STA1
2024-03-01T15:13:30,21.1,39.99,263,STA2
2024-03-01T15:15:00,21.86,39.16,342,STA3
2024-03-01T15:16:30,22.17,39.67,147,STA1
2024-03-01T15:18:00,21.8,38.89,95,STA3
2024-03-01T15:19:30,21.93,44.11,78,STA2
2024-03-01T15:21:00,21.53,37.74,209,STA1
2024-03-01T15:22:30,21.0,37.08,51,STA1
2024-03-01T15:24:00,20.95,35.74,239,STA2
2024-03-01T15:25:30,21.58,34.9,196,STA2
2024-03-01T15:27:00,21.32,34.27,287,STA2
2024-03-01T15:28:30,21.23,35.33,315,STA1
2024-03-01T15:30:00,21.48,37.79,188,STA1
2024-03-01T15:31:30,21.68,39.0,254,STA1
2024-03-01T15:33:00,21.06,38.15,85,STA1
2024-03-01T15:34:30,21.37,35.7,185,STA3
2024-03-01T15:36:00,21.95,40.7,490,STA1
2024-03-01T15:37:30,21.18,40.22,496,STA3
2024-03-01T15:39:00,21.76,37.52,268,STA1
2024-03-01T15:40:30,21.35,36.04,472,STA2
2024-03-01T15:42:00,21.66,39.65,275,STA3
2024-03-01T15:43:30,21.83,38.56,106,STA2
2024-03-01T15:45:00,21.72,33.66,440,STA1
2024-03-01T15:46:30,21.77,37.8,236,STA2
2024-03-01T15:48:00,21.15,38.79,325,STA1
2024-03-01T15:49:30,21.83,35.3,341,STA3
2024-03-01T15:51:00,21.24,38.57,188,STA3
2024-03-01T15:52:30,21.58,33.64,380,STA2
2024-03-01T15:54:00,21.58,42.01,275,STA2
2024-03-01T15:55:30,21.65,41.74,214,STA2
2024-03-01T15:57:00,21.6,37.24,184,STA3
2024-03-01T15:58:30,21.25,39.09,385,STA2
2024-03-01T16:00:00,21.1,30.77,162,STA3
2024-03-01T16:01:30,21.76,34.53,105,STA2
2024-03-01T16:03:00,21.56,37.12,446,STA1
2024-03-01T16:04:30,21.84,34.78,199,STA3
2024-03-01T16:06:00,21.49,40.14,338,STA2
2024-03-01T16:07:30,21.08,43.99,372,STA3
2024-03-01T16:09:00,21.79,34.47,427,STA2
2024-03-01T16:10:30,21.39,35.49,331,STA2
2024-03-01T16:12:00,21.6,38.71,368,STA2
2024-03-01T16:13:30,21.31,42.83,426,STA2
2024-03-01T16:15:00,21.99,34.33,474,STA3
2024-03-01T16:16:30,21.24,38.75,71,STA2
2024-03-01T16:18:00,21.4,43.46,384,STA3
2024-03-01T16:19:30,21.53,33.04,128,STA2
2024-03-01T16:21:00,21.17,34.16,451,STA1
2024-03-01T16:22:30,21.6,36.73,71,STA3
2024-03-01T16:24:00,21.98,36.44,161,STA2
2024-03-01T16:25:30,21.35,40.44,136,STA3
2024-03-01T16:27:00,21.62,38.72,321,STA2
2024-03-01T16:28:30,20.68,32.68,51,STA2
2024-03-01T16:30:00,21.49,39.55,57,STA3
2024-03-01T16:31:30,21.41,36.27,276,STA2
2024-03-01T16:33:00,21.25,41.82,487,STA3
2024-03-01T16:34:30,21.82,36.12,287,STA2
2024-03-01T16:36:00,21.4,36.09,250,STA1
2024-03-01T16:37:30,21.45,39.62,346,STA1
2024-03-01T16:39:00,21.39,40.29,298,STA3
2024-03-01T16:40:30,20.92,39.34,223,STA2
2024-03-01T16:42:00,21.16,32.94,314,STA2
2024-03-01T16:43:30,21.79,39.61,51,STA3
2024-03-01T16:45:00,20.87,34.9,160,STA2
2024-03-01T16:46:30,21.27,38.71,353,STA2
2024-03-01T16:48:00,21.38,33.73,203,STA3
2024-03-01T16:49:30,22.02,39.34,74,STA1
2024-03-01T16:51:00,21.73,35.58,105,STA1
2024-03-01T16:52:30,21.33,34.15,439,STA3
2024-03-01T16:54:00,21.89,40.14,198,STA1
2024-03-01T16:55:30,21.28,38.72,60,STA3
2024-03-01T16:57:00,21.8,36.16,377,STA1
2024-03-01T16:58:30,21.09,42.35,288,STA1
2024-03-01T17:00:00,21.82,36.68,253,STA3
2024-03-01T17:01:30,21.38,38.1,452,STA2
2024-03-01T17:03:00,21.19,38.81,191,STA3
2024-03-01T17:04:30,21.43,36.14,307,STA2
2024-03-01T17:06:00,21.58,39.41,385,STA1
2024-03-01T17:07:30,21.35,36.4,323,STA3
2024-03-01T17:09:00,21.67,36.77,143,STA1
2024-03-01T17:10:30,21.33,42.09,356,STA1
2024-03-01T17:12:00,21.69,34.88,384,STA3
2024-03-01T17:13:30,21.63,30.76,105,STA1
2024-03-01T17:15:00,21.48,42.83,124,STA2
2024-03-01T17:16:30,21.37,45.65,353,STA2
2024-03-01T17:18:00,21.55,36.78,103,STA3
2024-03-01T17:19:30,21.67,32.19,446,STA1
2024-03-01T17:21:00,22.12,37.07,99,STA1
2024-03-01T17:22:30,21.78,37.14,488,STA2
2024-03-01T17:24:00,21.79,37.43,352,STA2
2024-03-01T17:25:30,22.43,34.66,249,STA3
2024-03-01T17:27:00,21.65,39.74,170,STA2
2024-03-01T17:28:30,21.65,39.57,205,STA1
2024-03-01T17:30:00,21.71,33.52,386,STA3
2024-03-01T17:31:30,21.2,40.1,388,STA2
2024-03-01T17:33:00,21.37,44.16,143,STA3
2024-03-01T17:34:30,21.35,38.52,294,STA3
2024-03-01T17:36:00,21.69,36.99,496,STA1
2024-03-01T17:37:30,21.45,37.57,165,STA2
2024-03-01T17:39:00,21.54,39.85,362,STA2
2024-03-01T17:40:30,21.83,32.81,127,STA2
2024-03-01T17:42:00,21.76,38.49,425,STA1
2024-03-01T17:43:30,21.45,36.83,126,STA2
2024-03-01T17:45:00,21.3,43.54,183,STA2
2024-03-01T17:46:30,21.84,37.48,256,STA1
2024-03-01T17:48:00,21.73,43.0,216,STA1
2024-03-01T17:49:30,21.02,34.69,126,STA1
2024-03-01T17:51:00,21.41,39.76,338,STA3
2024-03-01T17:52:30,21.55,38.96,58,STA3
2024-03-01T17:54:00,21.73,35.39,492,STA2
2024-03-01T17:55:30,21.77,38.53,73,STA2
2024-03-01T17:57:00,21.59,41.64,200,STA1
2024-03-01T17:58:30,21.68,37.03,468,STA1
2024-03-01T18:00:00,21.52,32.92,119,STA3
2024-03-01T18:01:30,21.3,37.95,82,STA1
2024-03-01T18:03:00,21.42,35.29,384,STA1
2024-03-01T18:04:30,21.51,36.97,82,STA3
2024-03-01T18:06:00,21.49,37.76,454,STA2
2024-03-01T18:07:30,20.93,32.88,253,STA1
2024-03-01T18:09:00,21.38,33.15,441,STA2
2024-03-01T18:10:30,21.52,39.45,160,STA3
2024-03-01T18:12:00,21.42,36.43,113,STA2
2024-03-01T18:13:30,21.43,30.31,483,STA2
2024-03-01T18:15:00,21.65,40.35,392,STA2
2024-03-01T18:16:30,21.18,38.82,459,STA2
2024-03-01T18:18:00,21.01,35.86,193,STA3
2024-03-01T18:19:30,21.4,34.05,232,STA1
2024-03-01T18:21:00,21.73,40.51,309,STA1
2024-03-01T18:22:30,22.01,39.05,251,STA1
2024-03-01T18:24:00,21.73,45.15,159,STA2
2024-03-01T18:25:30,21.06,39.26,218,STA2
2024-03-01T18:27:00,21.43,39.16,323,STA2
2024-03-01T18:28:30,21.58,37.5,67,STA3
2024-03-01T18:30:00,21.55,40.45,201,STA2
2024-03-01T18:31:30,21.66,39.88,181,STA1
2024-03-01T18:33:00,21.22,41.76,81,STA2
2024-03-01T18:34:30,21.52,36.44,105,STA2
2024-03-01T18:36:00,21.63,36.69,273,STA2
2024-03-01T18:37:30,21.75,36.56,96,STA2
2024-03-01T18:39:00,21.26,40.37,205,STA3
2024-03-01T18:40:30,21.4,42.5,302,STA1
2024-03-01T18:42:00,20.69,36.62,443,STA1
2024-03-01T18:43:30,21.31,36.73,94,STA2
2024-03-01T18:45:00,21.34,38.94,245,STA1
2024-03-01T18:46:30,21.19,37.26,96,STA1
2024-03-01T18:48:00,21.55,40.86,242,STA2
2024-03-01T18:49:30,21.48,31.24,266,STA2
2024-03-01T18:51:00,20.82,35.52,409,STA2
2024-03-01T18:52:30,21.56,35.65,249,STA1
